IMG/center_2017_02_06_03_18_43_481.jpg, IMG/left_2017_02_06_03_18_43_481.jpg, IMG/right_2017_02_06_03_18_43_481.jpg,0,0,0,8.19E-05
IMG/center_2017_02_06_03_18_43_583.jpg, IMG/left_2017_02_06_03_18_43_583.jpg, IMG/right_2017_02_06_03_18_43_583.jpg,0,0,0,8.22E-05
IMG/center_2017_02_06_03_18_43_688.jpg, IMG/left_2017_02_06_03_18_43_688.jpg, IMG/right_2017_02_06_03_18_43_688.jpg,0,0,0,8.46E-05
IMG/center_2017_02_06_03_18_43_790.jpg, IMG/left_2017_02_06_03_18_43_790.jpg, IMG/right_2017_02_06_03_18_43_790.jpg,0,0,0,8.21E-05
IMG/center_2017_02_06_03_18_43_894.jpg, IMG/left_2017_02_06_03_18_43_894.jpg, IMG/right_2017_02_06_03_18_43_894.jpg,0,0,0,8.43E-05
IMG/center_2017_02_06_03_18_43_998.jpg, IMG/left_2017_02_06_03_18_43_998.jpg, IMG/right_2017_02_06_03_18_43_998.jpg,0,0,0,7.87E-05
IMG/center_2017_02_06_03_18_44_107.jpg, IMG/left_2017_02_06_03_18_44_107.jpg, IMG/right_2017_02_06_03_18_44_107.jpg,0,0,0,7.89E-05
IMG/center_2017_02_06_03_20_15_013.jpg, IMG/left_2017_02_06_03_20_15_013.jpg, IMG/right_2017_02_06_03_20_15_013.jpg,0,0,0,7.84E-05
IMG/center_2017_02_06_03_20_15_113.jpg, IMG/left_2017_02_06_03_20_15_113.jpg, IMG/right_2017_02_06_03_20_15_113.jpg,0,0,0,7.84E-05
IMG/center_2017_02_06_03_20_15_216.jpg, IMG/left_2017_02_06_03_20_15_216.jpg, IMG/right_2017_02_06_03_20_15_216.jpg,0,0,0,7.82E-05
IMG/center_2017_02_06_03_20_15_318.jpg, IMG/left_2017_02_06_03_20_15_318.jpg, IMG/right_2017_02_06_03_20_15_318.jpg,0,0,0,7.79E-05
IMG/center_2017_02_06_03_20_15_428.jpg, IMG/left_2017_02_06_03_20_15_428.jpg, IMG/right_2017_02_06_03_20_15_428.jpg,-0.1455361,0,0,8.36E-05
IMG/center_2017_02_06_03_20_15_529.jpg, IMG/left_2017_02_06_03_20_15_529.jpg, IMG/right_2017_02_06_03_20_15_529.jpg,-0.2681222,0,0,8.86E-05
IMG/center_2017_02_06_03_20_15_631.jpg, IMG/left_2017_02_06_03_20_15_631.jpg, IMG/right_2017_02_06_03_20_15_631.jpg,0,0,0,7.87E-05
IMG/center_2017_02_06_03_20_15_733.jpg, IMG/left_2017_02_06_03_20_15_733.jpg, IMG/right_2017_02_06_03_20_15_733.jpg,-0.07648498,0,0,8.10E-05
IMG/center_2017_02_06_03_20_15_834.jpg, IMG/left_2017_02_06_03_20_15_834.jpg, IMG/right_2017_02_06_03_20_15_834.jpg,-0.3244407,0,0,9.02E-05
IMG/center_2017_02_06_03_20_15_945.jpg, IMG/left_2017_02_06_03_20_15_945.jpg, IMG/right_2017_02_06_03_20_15_945.jpg,0,0,0,7.83E-05
IMG/center_2017_02_06_03_20_16_047.jpg, IMG/left_2017_02_06_03_20_16_047.jpg, IMG/right_2017_02_06_03_20_16_047.jpg,0,0,0,7.89E-05
IMG/center_2017_02_06_03_20_16_147.jpg, IMG/left_2017_02_06_03_20_16_147.jpg, IMG/right_2017_02_06_03_20_16_147.jpg,0,0.2176741,0,0.1052959
IMG/center_2017_02_06_03_20_16_249.jpg, IMG/left_2017_02_06_03_20_16_249.jpg, IMG/right_2017_02_06_03_20_16_249.jpg,0,0.5236951,0,0.5812099
IMG/center_2017_02_06_03_20_16_354.jpg, IMG/left_2017_02_06_03_20_16_354.jpg, IMG/right_2017_02_06_03_20_16_354.jpg,0,0.8367811,0,1.380912
IMG/center_2017_02_06_03_20_16_461.jpg, IMG/left_2017_02_06_03_20_16_461.jpg, IMG/right_2017_02_06_03_20_16_461.jpg,0,0.7047812,0,2.364087
IMG/center_2017_02_06_03_20_16_563.jpg, IMG/left_2017_02_06_03_20_16_563.jpg, IMG/right_2017_02_06_03_20_16_563.jpg,0,0.772437,0,3.181387
IMG/center_2017_02_06_03_20_16_673.jpg, IMG/left_2017_02_06_03_20_16_673.jpg, IMG/right_2017_02_06_03_20_16_673.jpg,-0.09775186,1,0,4.515321
IMG/center_2017_02_06_03_20_16_782.jpg, IMG/left_2017_02_06_03_20_16_782.jpg, IMG/right_2017_02_06_03_20_16_782.jpg,-0.112914,1,0,5.669653
IMG/center_2017_02_06_03_20_16_883.jpg, IMG/left_2017_02_06_03_20_16_883.jpg, IMG/right_2017_02_06_03_20_16_883.jpg,0,1,0,6.816479
IMG/center_2017_02_06_03_20_16_983.jpg, IMG/left_2017_02_06_03_20_16_983.jpg, IMG/right_2017_02_06_03_20_16_983.jpg,0,1,0,7.954863
IMG/center_2017_02_06_03_20_17_083.jpg, IMG/left_2017_02_06_03_20_17_083.jpg, IMG/right_2017_02_06_03_20_17_083.jpg,0,1,0,9.082247
IMG/center_2017_02_06_03_20_17_185.jpg, IMG/left_2017_02_06_03_20_17_185.jpg, IMG/right_2017_02_06_03_20_17_185.jpg,0,1,0,10.19861
IMG/center_2017_02_06_03_20_17_286.jpg, IMG/left_2017_02_06_03_20_17_286.jpg, IMG/right_2017_02_06_03_20_17_286.jpg,0,0.9589239,0,11.29792
IMG/center_2017_02_06_03_20_17_387.jpg, IMG/left_2017_02_06_03_20_17_387.jpg, IMG/right_2017_02_06_03_20_17_387.jpg,-0.133773,0.6021969,0,12.13053
IMG/center_2017_02_06_03_20_17_489.jpg, IMG/left_2017_02_06_03_20_17_489.jpg, IMG/right_2017_02_06_03_20_17_489.jpg,-0.438639,0.297331,0,12.7652
IMG/center_2017_02_06_03_20_17_590.jpg, IMG/left_2017_02_06_03_20_17_590.jpg, IMG/right_2017_02_06_03_20_17_590.jpg,-0.3573149,0,0,12.30903
IMG/center_2017_02_06_03_20_17_704.jpg, IMG/left_2017_02_06_03_20_17_704.jpg, IMG/right_2017_02_06_03_20_17_704.jpg,-0.6265773,0,0,12.60743
IMG/center_2017_02_06_03_20_17_805.jpg, IMG/left_2017_02_06_03_20_17_805.jpg, IMG/right_2017_02_06_03_20_17_805.jpg,-0.3314581,0,0,12.03359
IMG/center_2017_02_06_03_20_17_906.jpg, IMG/left_2017_02_06_03_20_17_906.jpg, IMG/right_2017_02_06_03_20_17_906.jpg,-0.5267131,0,0,12.2725
IMG/center_2017_02_06_03_20_18_006.jpg, IMG/left_2017_02_06_03_20_18_006.jpg, IMG/right_2017_02_06_03_20_18_006.jpg,-0.2292091,0,0,11.87601
IMG/center_2017_02_06_03_20_18_108.jpg, IMG/left_2017_02_06_03_20_18_108.jpg, IMG/right_2017_02_06_03_20_18_108.jpg,0,0,0,11.57614
IMG/center_2017_02_06_03_20_18_210.jpg, IMG/left_2017_02_06_03_20_18_210.jpg, IMG/right_2017_02_06_03_20_18_210.jpg,0,0,0,11.97109
IMG/center_2017_02_06_03_20_18_313.jpg, IMG/left_2017_02_06_03_20_18_313.jpg, IMG/right_2017_02_06_03_20_18_313.jpg,0,0,0,11.31955
IMG/center_2017_02_06_03_20_18_439.jpg, IMG/left_2017_02_06_03_20_18_439.jpg, IMG/right_2017_02_06_03_20_18_439.jpg,0,0,0,11.15375
